board_state,mcts_prob,z_value
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, 0, 1, 0, 0, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0], [0.02702702702702703, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0], [0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0], [0.0, 0.02702702702702703, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0], [0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, 0, 1, 0, 0, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0], [0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0]]","[[0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0], [0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0], [0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0], [0.02702702702702703, 0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.0], [0.02702702702702703, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, 0, 1, 0, 0, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.025, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.025, 0.0], [0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.025, 0.025, 0.0, 0.0], [0.0, 0.0, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0], [0.0, 0.025, 0.025, 0.0, 0.025, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0], [0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.025, 0.025], [0.0, 0.025, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.025, 0.025], [0.0, 0.0, 0.025, 0.025, 0.0, 0.0, 0.025, 0.0, 0.025, 0.0, 0.025], [0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.025, 0.025]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, 0, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.025, 0.0, 0.025, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0], [0.025, 0.025, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.025], [0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0], [0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0], [0.025, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.0], [0.0, 0.025, 0.0, 0.025, 0.025, 0.0, 0.0, 0.025, 0.025, 0.0, 0.0], [0.025, 0.0, 0.025, 0.0, 0.025, 0.025, 0.0, 0.025, 0.0, 0.025, 0.0], [0.025, 0.0, 0.025, 0.025, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.025], [0.025, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, 0, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.0, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.025, 0.025, 0.0, 0.025], [0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0], [0.025, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0], [0.025, 0.0, 0.025, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.025], [0.0, 0.0, 0.025, 0.0, 0.025, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.025], [0.025, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.025, 0.0, 0.025, 0.0], [0.025, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.025, 0.0, 0.025], [0.025, 0.0, 0.025, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.025], [0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.025, 0.0]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, -1, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372], [0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372], [0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0], [0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372], [0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0], [0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0], [0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0], [0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0], [0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [-1, -1, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372], [0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0], [0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372], [0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0], [0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372], [0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372], [0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372], [0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808], [0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808], [0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0], [0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0], [0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0], [0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808], [0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808], [0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808]]",1
"[[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.0, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.0, 0.022222222222222223], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223], [0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.022222222222222223, 0.0, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223], [0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.0, 0.022222222222222223, 0.0], [0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223, 0.0, 0.022222222222222223], [0.022222222222222223, 0.0, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.0, 0.022222222222222223, 0.022222222222222223], [0.0, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223], [0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0, 0.022222222222222223, 0.0]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 0, 1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0], [0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0], [0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0], [0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332], [0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.0], [0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0], [0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0], [0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332], [0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332], [0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 0, 1, 0], [-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608], [0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0, 0.021739130434782608], [0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0], [0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0], [0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0], [0.021739130434782608, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0], [0.021739130434782608, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0], [0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608], [0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1
"[[0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0], [0, 1, 1, 1, 1, 0, -1, 0, 0, 1, 0], [-1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1], [-1, -1, 1, 0, -1, -1, 0, -1, -1, 0, 0], [1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1], [0, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0], [0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0]]","[[0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612], [0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0], [0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0], [0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0], [0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0], [0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612], [0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612]]",1
